1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,HouseAge,RemodAge,GarageAge,TotalSF,AboveGradeSF,IsRemodeled,Has2ndFlr,HasPorch,HasDeck
768,0.0,2.0,Av,660,,108,396,Fin,768,TA,7200,60.0,0.0,0,8,5,768,53,22,51.0,1536.0,768.0,1,0,0,0
672,,2.0,,0,,0,0,,912,TA,6240,52.0,0.0,0,5,4,0,78,75,,672.0,672.0,1,0,0,0
1040,1040.0,5.0,Av,650,Rec,390,504,Unf,2080,Fa,11606,70.0,192.0,0,5,5,1040,56,56,56.0,3120.0,2080.0,0,1,0,0
1040,0.0,3.0,No,732,GLQ,308,576,,1040,Gd,12464,82.0,0.0,0,5,5,1040,29,29,25.0,2080.0,1040.0,0,0,0,0
1149,467.0,3.0,Mn,370,LwQ,779,216,Unf,1616,Gd,5400,40.0,0.0,0,7,6,1149,99,21,99.0,2765.0,1616.0,1,1,0,0
1047,0.0,2.0,No,0,Unf,641,273,Unf,1047,TA,10800,60.0,0.0,0,7,4,641,140,30,71.0,1688.0,1047.0,1,0,0,0
1803,0.0,3.0,No,168,Rec,284,484,RFn,1803,TA,13125,88.0,67.0,0,4,5,1134,68,25,68.0,2937.0,1803.0,1,0,0,0
832,0.0,2.0,No,0,Unf,832,528,Unf,832,Gd,7227,59.0,0.0,0,6,6,832,71,71,63.0,1664.0,832.0,0,0,0,0
894,0.0,3.0,No,180,Rec,340,384,,894,TA,7094,99.0,0.0,0,5,5,894,59,59,59.0,1788.0,894.0,0,0,0,0
596,596.0,3.0,Mn,0,Unf,596,189,Unf,1192,TA,6402,60.0,0.0,0,5,5,596,105,75,105.0,1788.0,1192.0,1,1,0,0
1850,0.0,3.0,Gd,1261,GLQ,572,772,Fin,1850,Gd,16033,98.0,378.0,112,5,9,1833,21,20,21.0,3683.0,1850.0,1,0,0,0
899,0.0,3.0,No,450,ALQ,414,288,Fin,899,Gd,7800,65.0,89.0,0,7,5,864,58,21,58.0,1763.0,899.0,1,0,0,0
892,0.0,3.0,No,340,Rec,524,264,RFn,892,TA,9477,,65.0,0,5,5,864,59,59,59.0,1756.0,892.0,0,0,0,0
1260,1031.0,4.0,Mn,1046,Rec,168,506,Unf,2291,TA,7200,60.0,0.0,0,6,6,1214,115,27,125.0,3505.0,2291.0,1,1,0,0
1075,1063.0,2.0,No,0,Unf,849,360,Unf,2138,TA,8100,90.0,0.0,156,5,5,849,127,60,115.0,2987.0,2138.0,1,1,0,0
926,678.0,3.0,No,0,Unf,926,470,Fin,1604,TA,10839,100.0,0.0,36,5,6,926,28,27,28.0,2530.0,1604.0,1,1,0,0
887,1134.0,3.0,No,0,Unf,868,422,RFn,2021,Gd,23257,168.0,0.0,100,5,7,868,19,19,19.0,2889.0,2021.0,0,1,0,0
938,0.0,3.0,Av,280,LwQ,167,308,Unf,938,TA,9200,,0.0,0,6,5,938,50,45,48.0,1876.0,938.0,1,0,0,1
912,514.0,3.0,No,0,Unf,912,216,Unf,1426,Gd,7642,55.0,0.0,240,8,7,912,107,27,100.0,2338.0,1426.0,1,1,0,0
928,992.0,4.0,No,220,Rec,708,400,,1920,TA,11345,95.0,567.0,0,5,5,928,77,75,77.0,2848.0,1920.0,1,1,0,0
1098,0.0,3.0,No,902,ALQ,196,260,,1098,TA,7390,,151.0,0,7,5,1098,70,70,70.0,2196.0,1098.0,0,0,0,0
729,0.0,2.0,No,0,Unf,270,0,,729,TA,4130,56.0,0.0,0,6,3,270,90,22,,999.0,729.0,1,0,0,0
1252,0.0,3.0,No,0,Unf,1252,528,Unf,1252,Gd,10721,80.0,243.0,39,6,6,1252,66,66,65.0,2504.0,1252.0,0,0,0,0
1584,0.0,4.0,No,0,Unf,1584,792,Unf,1584,TA,8944,65.0,0.0,152,5,5,1584,58,58,58.0,3168.0,1584.0,0,0,0,0
1506,0.0,2.0,No,0,Unf,1498,592,,1506,Ex,14587,75.0,284.0,174,5,9,1498,17,17,17.0,3004.0,1506.0,0,0,0,0
1709,0.0,2.0,Av,1238,GLQ,460,506,Fin,1709,Gd,5119,50.0,60.0,65,5,9,1698,26,25,26.0,3407.0,1709.0,1,0,0,0
1092,0.0,2.0,No,895,Rec,197,299,Fin,1092,TA,14850,69.0,0.0,0,5,5,1092,68,68,68.0,2184.0,1092.0,0,0,0,0
1746,0.0,3.0,Gd,1320,GLQ,426,758,Fin,1746,Ex,14892,42.0,160.0,39,5,9,1746,19,18,19.0,3492.0,1746.0,1,0,0,0
1304,983.0,,No,603,BLQ,701,667,Fin,2287,TA,15593,81.0,0.0,21,4,7,1304,72,72,72.0,3591.0,2287.0,0,1,0,0
789,0.0,2.0,No,0,Unf,768,200,Unf,789,TA,10594,55.0,0.0,0,5,5,768,99,75,99.0,1557.0,789.0,1,0,0,0
1041,0.0,3.0,No,991,ALQ,50,270,RFn,1041,TA,9600,80.0,132.0,88,6,5,1041,66,66,66.0,2082.0,1041.0,0,0,0,0
993,915.0,4.0,No,0,Unf,967,431,Fin,1908,Gd,14191,85.0,0.0,0,5,8,967,23,23,23.0,2875.0,1908.0,0,1,0,0
1010,1257.0,4.0,No,0,Unf,1010,390,RFn,2267,Gd,8068,,0.0,46,5,6,1010,23,23,23.0,3277.0,2267.0,0,1,0,0
875,0.0,2.0,No,209,BLQ,506,180,Unf,875,TA,6120,51.0,0.0,0,7,5,715,94,32,94.0,1590.0,875.0,1,0,0,0
1526,0.0,4.0,Av,383,Rec,833,364,,1526,TA,8562,68.0,145.0,78,6,5,1216,68,23,68.0,2742.0,1526.0,1,0,0,1
1567,0.0,2.0,Gd,1567,ALQ,0,714,RFn,1567,Gd,9819,,0.0,32,5,6,1567,48,48,48.0,3134.0,1567.0,0,0,0,0
1734,1088.0,,Gd,0,Unf,1734,1020,RFn,2822,Ex,13891,107.0,424.0,170,5,9,1734,17,16,16.0,4556.0,2822.0,1,1,0,0
689,689.0,3.0,No,141,Rec,548,360,Unf,1378,Gd,9600,60.0,0.0,0,9,7,689,97,20,97.0,2067.0,1378.0,1,1,0,0
1281,457.0,4.0,No,0,Unf,715,368,Unf,1738,TA,12513,,0.0,0,4,4,715,105,18,105.0,2453.0,1738.0,1,1,0,0
1164,896.0,4.0,No,831,GLQ,320,521,,2060,TA,10029,97.0,268.0,228,5,6,1151,37,36,37.0,3211.0,2060.0,1,1,0,0
1128,0.0,2.0,No,812,LwQ,124,286,Unf,1128,TA,9000,75.0,0.0,0,5,5,936,71,71,71.0,2064.0,1128.0,0,0,0,0
840,880.0,3.0,No,0,Unf,840,440,Fin,1720,Gd,8244,62.0,0.0,48,5,7,840,21,21,21.0,2560.0,1720.0,0,1,0,0
1050,0.0,2.0,No,504,Rec,546,338,Unf,1050,TA,9600,80.0,0.0,0,6,5,1050,69,69,69.0,2100.0,1050.0,0,0,0,0
1114,0.0,,No,814,GLQ,300,576,Unf,1114,Gd,13695,66.0,0.0,78,5,6,1114,22,21,21.0,2228.0,1114.0,1,0,0,0
1053,,3.0,No,567,Rec,413,750,RFn,1053,Ex,8973,69.0,85.0,80,7,5,1008,67,34,27.0,2061.0,1053.0,1,0,0,0
1593,0.0,0.0,Av,1153,GLQ,440,682,Fin,1593,Ex,4923,41.0,0.0,120,5,8,1593,24,23,24.0,3186.0,1593.0,1,0,0,0
1214,,,No,695,BLQ,519,318,RFn,1214,TA,10355,,196.0,111,5,5,1214,58,58,58.0,2428.0,1214.0,0,0,0,0
816,0.0,3.0,No,641,ALQ,175,264,Unf,816,Gd,6600,60.0,0.0,0,9,5,816,43,17,43.0,1632.0,816.0,1,0,0,0
1535,0.0,4.0,,0,,0,400,Unf,1535,TA,7018,64.0,0.0,0,5,5,0,46,46,46.0,1535.0,1535.0,0,0,0,0
1360,1360.0,,No,1036,,140,795,Unf,3112,Gd,25419,174.0,0.0,16,4,8,1360,107,35,107.0,4080.0,2720.0,1,1,0,0
1079,840.0,3.0,Av,0,Unf,1079,685,RFn,1919,Gd,15611,120.0,0.0,51,5,8,1079,19,19,19.0,2998.0,1919.0,0,1,0,0
1097,0.0,3.0,No,0,Unf,1097,672,Unf,1097,TA,10859,112.0,0.0,64,5,5,1097,31,30,30.0,2194.0,1097.0,1,0,0,0
983,767.0,4.0,Mn,660,ALQ,323,423,Unf,1750,TA,12508,75.0,0.0,0,7,6,983,85,40,36.0,2733.0,1750.0,1,1,0,0
483,504.0,2.0,No,0,Unf,483,288,Unf,987,TA,1680,21.0,297.0,0,5,6,483,53,53,53.0,1470.0,987.0,0,1,0,0
981,0.0,3.0,No,282,ALQ,664,576,Unf,981,TA,10530,,0.0,312,5,6,981,54,54,46.0,1962.0,981.0,0,0,0,0
1700,0.0,4.0,No,1018,Rec,380,447,RFn,1700,Gd,10552,70.0,0.0,38,5,5,1398,66,66,66.0,3098.0,1700.0,0,0,0,0
816,0.0,2.0,No,708,GLQ,108,308,Unf,816,TA,7100,73.0,0.0,0,7,5,816,68,68,68.0,1632.0,816.0,0,0,0,0
944,896.0,3.0,No,666,GLQ,278,622,RFn,1840,Gd,12420,79.0,0.0,45,5,7,944,24,24,24.0,2784.0,1840.0,0,1,0,0
1291,1230.0,5.0,No,837,ALQ,105,576,,2521,TA,3964,42.0,0.0,20,4,6,942,52,52,52.0,3463.0,2521.0,0,1,0,0
1002,0.0,3.0,No,828,BLQ,174,902,Unf,1002,TA,8750,,76.0,0,6,5,1002,55,55,52.0,2004.0,1002.0,0,0,0,0
841,,2.0,No,0,Unf,721,294,Unf,841,TA,8400,60.0,0.0,0,4,4,721,75,75,75.0,1562.0,841.0,0,0,0,0
996,0.0,2.0,Av,747,GLQ,189,564,Unf,996,Gd,9069,73.0,0.0,0,6,6,936,33,33,33.0,1932.0,996.0,0,0,0,0
1713,0.0,3.0,Av,1088,GLQ,625,856,Fin,1713,Ex,9591,76.0,262.0,26,5,8,1713,21,20,21.0,3426.0,1713.0,1,0,0,0
1412,0.0,3.0,Mn,1005,GLQ,387,576,Unf,1412,Gd,11457,130.0,0.0,0,5,6,1392,37,37,37.0,2804.0,1412.0,0,0,0,0
1236,0.0,2.0,No,600,GLQ,312,923,,1236,TA,7407,90.0,0.0,158,7,6,912,68,29,68.0,2148.0,1236.0,1,0,0,0
1040,0.0,3.0,Gd,633,ALQ,431,648,Unf,1040,TA,25286,94.0,0.0,0,5,4,1064,62,62,62.0,2104.0,1040.0,0,0,0,0
1616,0.0,2.0,No,1180,GLQ,415,608,RFn,1616,Gd,5389,39.0,0.0,152,5,8,1595,30,29,30.0,3211.0,1616.0,1,0,0,0
1414,0.0,3.0,No,528,ALQ,245,601,Unf,1414,TA,11029,87.0,0.0,51,8,6,1184,67,23,35.0,2598.0,1414.0,1,0,0,0
975,975.0,3.0,No,649,,326,576,RFn,1950,Gd,7399,66.0,1600.0,10,5,7,975,28,27,28.0,2925.0,1950.0,1,1,0,0
1086,0.0,3.0,No,320,ALQ,404,490,Unf,1086,TA,10200,85.0,104.0,0,7,5,1086,71,22,36.0,2172.0,1086.0,1,0,0,0
1072,504.0,,Gd,1309,GLQ,15,528,RFn,1576,Gd,21384,144.0,0.0,312,6,5,1324,102,21,102.0,2900.0,1576.0,1,1,0,0
768,0.0,2.0,Av,619,ALQ,149,624,Unf,768,TA,7244,54.0,0.0,0,7,5,768,55,55,38.0,1536.0,768.0,0,0,0,0
1381,0.0,3.0,No,982,ALQ,179,676,,1381,Gd,9360,78.0,0.0,0,7,6,1161,53,19,53.0,2542.0,1381.0,1,0,0,0
1284,885.0,3.0,No,0,,1284,647,RFn,2169,Gd,9375,,149.0,87,5,8,1284,23,23,23.0,3453.0,2169.0,0,1,0,0
720,,2.0,,0,,0,287,Unf,720,TA,6627,,0.0,0,6,3,0,76,75,70.0,720.0,720.0,1,0,0,0
1584,1208.0,,No,493,LwQ,1017,520,Unf,2792,TA,10440,60.0,0.0,547,7,6,1510,105,75,105.0,4302.0,2792.0,1,1,0,0
936,0.0,2.0,No,0,Unf,936,576,Unf,936,TA,6000,60.0,0.0,32,4,4,936,72,72,51.0,1872.0,936.0,0,0,1,0
1181,0.0,3.0,Av,920,BLQ,38,588,RFn,1181,TA,10012,90.0,0.0,0,5,4,1138,53,53,51.0,2319.0,1181.0,0,0,0,0
1689,0.0,3.0,Av,0,Unf,1689,954,RFn,1689,Gd,9849,83.0,0.0,56,6,7,1689,18,18,18.0,3378.0,1689.0,0,0,0,0
948,0.0,3.0,No,732,Rec,216,280,,948,TA,8190,60.0,0.0,36,6,4,948,71,71,69.0,1896.0,948.0,0,0,0,0
756,756.0,2.0,No,420,GLQ,336,440,Unf,1512,Gd,2117,,513.0,32,5,6,756,25,25,25.0,2268.0,1512.0,0,1,0,0
894,0.0,3.0,No,492,BLQ,402,450,,894,TA,8724,109.0,0.0,0,5,5,894,57,57,57.0,1788.0,894.0,0,0,0,0
932,920.0,3.0,No,822,GLQ,78,644,RFn,1852,Gd,8640,72.0,0.0,108,5,7,900,16,16,16.0,2752.0,1852.0,0,1,0,0
845,0.0,3.0,,0,,0,290,Unf,845,TA,11500,,0.0,0,3,4,0,68,68,68.0,845.0,845.0,0,0,0,0
774,0.0,3.0,No,544,Rec,0,0,,774,Gd,4270,70.0,0.0,0,6,3,544,94,19,,1318.0,774.0,1,0,1,0
2053,1185.0,4.0,Av,816,,1217,666,Fin,3238,Gd,14720,56.0,579.0,86,5,8,2033,30,29,29.0,5271.0,3238.0,1,1,0,0
1232,,2.0,Av,724,GLQ,508,632,,1232,Gd,7314,64.0,82.0,0,5,7,1232,18,18,18.0,2464.0,1232.0,0,0,0,0
1164,0.0,3.0,No,0,Unf,1164,528,Unf,1164,TA,9600,80.0,168.0,0,5,7,1164,56,56,56.0,2328.0,1164.0,0,0,0,0
912,336.0,2.0,No,324,LwQ,588,160,Unf,1248,TA,9439,52.0,0.0,0,5,5,912,95,75,68.0,2160.0,1248.0,1,1,0,0
1687,0.0,3.0,Av,353,BLQ,60,572,,1687,TA,57200,,0.0,0,5,5,747,77,75,59.0,2434.0,1687.0,1,0,1,0
860,1100.0,4.0,No,625,GLQ,235,440,Fin,1960,Gd,7851,,,48,5,6,860,23,23,23.0,2820.0,1960.0,0,1,0,1
546,,3.0,No,273,BLQ,0,286,RFn,1092,TA,2217,21.0,0.0,0,4,4,546,55,55,55.0,1092.0,546.0,0,0,0,0
894,0.0,3.0,No,552,,342,400,Unf,894,TA,9450,68.0,0.0,0,5,4,894,71,71,26.0,1788.0,894.0,0,0,0,0
1479,0.0,3.0,Av,1013,GLQ,440,558,RFn,1479,Gd,10665,72.0,167.0,29,5,7,1453,22,22,22.0,2932.0,1479.0,0,0,0,0
1060,0.0,3.0,Mn,188,Rec,204,270,Unf,1060,Gd,8246,,0.0,90,8,5,1060,57,24,57.0,2120.0,1060.0,1,0,0,0
1436,0.0,3.0,Mn,946,GLQ,490,484,,1436,Gd,8450,65.0,266.0,98,5,7,1436,21,21,21.0,2872.0,1436.0,0,0,0,1
1044,0.0,2.0,Av,0,Unf,540,504,Unf,1044,Fa,8712,66.0,0.0,0,5,5,540,73,73,73.0,1584.0,1044.0,0,0,0,0
880,888.0,2.0,Mn,390,,490,320,Unf,1768,TA,10800,60.0,0.0,341,7,7,880,111,55,111.0,2648.0,1768.0,1,1,0,0
816,0.0,2.0,Av,538,,278,432,Unf,816,TA,5890,,0.0,0,8,6,816,95,18,23.0,1632.0,816.0,1,0,0,0
774,656.0,3.0,No,250,GLQ,134,400,Fin,1430,TA,7750,,0.0,0,5,7,384,25,25,25.0,1814.0,1430.0,0,1,0,0
1867,0.0,2.0,No,379,LwQ,470,303,Fin,1867,TA,10708,,0.0,0,5,5,1617,70,32,70.0,3484.0,1867.0,1,0,0,0
1500,0.0,,Av,1070,GLQ,286,648,Fin,1500,Gd,4045,53.0,45.0,20,5,7,1356,19,19,19.0,2856.0,1500.0,0,0,0,0
1100,0.0,3.0,No,419,ALQ,375,312,RFn,1100,TA,12493,,0.0,0,5,4,1100,65,65,65.0,2200.0,1100.0,0,0,0,1
816,0.0,,Gd,546,ALQ,270,264,Unf,816,TA,8314,76.0,0.0,0,7,5,816,43,43,43.0,1632.0,816.0,0,0,0,0
1328,,2.0,Gd,967,BLQ,383,308,,1328,TA,16905,115.0,0.0,104,6,5,1350,66,66,66.0,2678.0,1328.0,0,0,0,0
1728,568.0,3.0,Gd,1338,GLQ,384,842,RFn,2296,Ex,13478,97.0,420.0,274,5,10,1722,17,17,17.0,4018.0,2296.0,0,1,0,0
864,0.0,2.0,No,167,Rec,697,572,Unf,864,TA,8172,60.0,0.0,0,7,5,864,70,35,68.0,1728.0,864.0,1,0,0,0
1266,0.0,3.0,No,0,Unf,1257,453,Unf,1266,Gd,7500,62.0,0.0,144,5,7,1257,20,20,20.0,2523.0,1266.0,0,0,0,0
858,,3.0,No,614,BLQ,244,0,,858,TA,8125,,0.0,0,4,4,858,54,54,,1716.0,858.0,0,0,0,0
832,878.0,3.0,No,426,GLQ,406,506,RFn,1710,Gd,9291,76.0,120.0,70,5,6,832,32,32,32.0,2542.0,1710.0,0,1,0,0
772,351.0,3.0,No,0,Unf,732,264,Unf,1123,TA,6060,50.0,0.0,0,5,4,732,86,75,46.0,1855.0,1123.0,1,1,0,0
953,694.0,3.0,No,0,Unf,953,460,RFn,1647,TA,7917,62.0,0.0,40,5,6,953,26,25,26.0,2600.0,1647.0,1,1,0,0
874,0.0,3.0,No,510,,354,288,RFn,874,TA,9858,62.0,0.0,0,6,5,864,57,57,57.0,1738.0,874.0,0,0,0,1
1788,0.0,3.0,Av,0,Unf,1753,522,RFn,1788,Ex,11838,,0.0,151,5,8,1753,24,24,24.0,3541.0,1788.0,0,0,0,0
1839,,3.0,No,1186,GLQ,291,416,Fin,1839,Gd,14442,110.0,106.0,87,7,6,1477,68,21,68.0,3316.0,1839.0,1,0,0,0
1088,780.0,4.0,No,381,ALQ,399,484,Unf,1868,Gd,10304,,44.0,96,7,5,780,49,49,49.0,2648.0,1868.0,0,1,0,0
1712,0.0,4.0,No,528,LwQ,1098,588,Fin,1712,TA,8393,70.0,122.0,54,5,5,1626,66,20,20.0,3338.0,1712.0,1,0,0,0
561,668.0,2.0,No,285,ALQ,276,462,Fin,1229,TA,1300,24.0,0.0,0,6,6,561,45,45,45.0,1790.0,1229.0,0,1,0,0
1600,0.0,3.0,No,0,Unf,1566,890,RFn,1600,Gd,14230,110.0,640.0,56,5,8,1566,18,18,18.0,3166.0,1600.0,0,0,0,0
916,684.0,3.0,Av,0,Unf,916,460,Fin,1600,TA,8773,57.0,0.0,38,5,6,916,28,28,28.0,2516.0,1600.0,0,1,0,0
896,448.0,3.0,No,0,Unf,896,240,,1344,TA,6240,,0.0,114,4,5,896,89,75,89.0,2240.0,1344.0,1,1,0,0
1126,0.0,3.0,Av,767,ALQ,266,540,RFn,1126,Ex,15611,,0.0,0,6,5,1126,48,48,48.0,2252.0,1126.0,0,0,0,0
923,0.0,3.0,No,658,ALQ,218,264,Unf,923,TA,6951,37.0,0.0,0,5,5,876,41,40,41.0,1799.0,923.0,1,0,0,0
616,0.0,2.0,No,616,LwQ,0,205,Unf,616,TA,6000,50.0,0.0,0,7,5,616,104,75,104.0,1232.0,616.0,1,0,0,0
1800,0.0,6.0,No,0,Unf,1800,0,,1800,TA,8000,80.0,0.0,0,4,5,1800,64,64,,3600.0,1800.0,0,0,0,0
1505,0.0,2.0,No,1024,,481,505,RFn,1505,TA,12160,128.0,90.0,0,4,6,1505,72,72,72.0,3010.0,1505.0,0,0,0,0
1647,0.0,3.0,Mn,1283,ALQ,0,621,Fin,1647,Gd,12984,80.0,459.0,0,6,5,1430,48,48,48.0,3077.0,1647.0,0,0,0,0
1132,0.0,2.0,No,1024,GLQ,108,451,Fin,1132,Gd,7024,60.0,0.0,64,5,4,1132,20,20,20.0,2264.0,1132.0,0,0,0,0
928,836.0,3.0,No,821,GLQ,107,470,RFn,1764,Gd,15426,65.0,0.0,99,5,6,928,28,28,28.0,2692.0,1764.0,0,1,0,0
1088,441.0,4.0,,0,,0,240,Unf,1529,TA,8405,50.0,0.0,0,3,4,0,80,75,80.0,1529.0,1529.0,1,1,0,0
1699,748.0,4.0,No,0,Unf,804,336,Unf,2447,Gd,9638,50.0,0.0,0,7,6,804,106,35,56.0,3251.0,2447.0,1,1,1,0
1504,0.0,1.0,No,16,GLQ,1330,457,Fin,1504,Gd,3182,43.0,16.0,0,5,7,1346,20,19,20.0,2850.0,1504.0,1,0,0,0
1163,0.0,3.0,No,256,ALQ,906,220,Unf,1163,TA,5820,49.0,0.0,98,8,3,1162,70,20,70.0,2325.0,1163.0,1,0,0,0
769,756.0,3.0,No,436,GLQ,320,440,Unf,1525,Gd,2117,,456.0,0,5,6,756,25,25,25.0,2281.0,1525.0,0,1,0,0
935,0.0,3.0,No,560,BLQ,0,288,Unf,935,TA,13526,,114.0,0,6,5,935,60,60,60.0,1870.0,935.0,0,0,0,0
813,0.0,2.0,No,0,Unf,813,270,Unf,813,Gd,5684,70.0,0.0,113,8,6,813,95,20,93.0,1626.0,813.0,1,0,0,0
1112,896.0,3.0,No,603,GLQ,293,230,Unf,2008,Ex,7800,78.0,0.0,0,8,5,896,77,23,77.0,2904.0,2008.0,1,1,0,0
1532,797.0,4.0,No,1085,GLQ,390,514,Unf,2329,Gd,11839,86.0,99.0,121,5,7,1475,35,35,35.0,3804.0,2329.0,0,1,0,0
910,648.0,4.0,No,420,BLQ,490,282,Unf,1558,TA,13710,75.0,0.0,0,5,5,910,75,75,75.0,2468.0,1558.0,0,1,0,1
832,832.0,4.0,No,194,GLQ,638,528,RFn,1664,TA,10140,78.0,0.0,28,5,7,832,49,49,49.0,2496.0,1664.0,0,1,0,0
2110,0.0,3.0,No,1065,ALQ,1045,522,Fin,2110,Ex,11160,93.0,0.0,0,5,7,2110,57,57,57.0,4220.0,2110.0,0,0,0,0
905,881.0,3.0,No,648,GLQ,176,684,RFn,1786,Gd,9337,69.0,0.0,162,5,6,824,28,28,28.0,2610.0,1786.0,0,1,0,0
925,550.0,4.0,No,548,ALQ,36,336,RFn,1475,TA,2665,41.0,0.0,26,6,5,757,48,48,48.0,2232.0,1475.0,0,1,0,0
811,576.0,3.0,No,0,Unf,811,256,Unf,1387,Gd,6000,50.0,0.0,0,4,5,811,71,71,71.0,2198.0,1387.0,0,1,0,0
976,732.0,3.0,No,0,Unf,976,380,,1708,Gd,3363,32.0,117.0,40,5,7,976,21,21,21.0,2684.0,1708.0,0,1,0,0
1085,649.0,3.0,No,600,Rec,312,440,,1734,Gd,9786,77.0,0.0,0,7,6,912,63,44,63.0,2646.0,1734.0,1,1,0,0
1766,648.0,3.0,No,664,BLQ,290,520,,2414,TA,10800,60.0,0.0,0,4,5,954,125,55,55.0,3368.0,2414.0,1,1,0,0
933,975.0,4.0,No,642,GLQ,273,493,Unf,1908,Gd,8750,70.0,0.0,133,5,7,915,31,30,31.0,2823.0,1908.0,1,1,0,0
1283,0.0,3.0,No,504,Rec,319,506,Unf,1283,TA,7763,70.0,0.0,0,7,5,931,63,45,45.0,2214.0,1283.0,1,0,0,0
1212,0.0,3.0,No,0,Unf,1212,573,RFn,1212,Gd,9100,70.0,0.0,0,5,7,1212,24,24,24.0,2424.0,1212.0,0,0,0,0
952,596.0,,No,0,Unf,952,672,,1548,Ex,7264,55.0,0.0,0,7,7,952,100,18,47.0,2500.0,1548.0,1,1,0,0
980,,3.0,Av,400,,100,384,Fin,980,TA,9750,75.0,0.0,0,5,5,980,58,58,58.0,1960.0,980.0,0,0,0,0
1811,,2.0,No,296,ALQ,230,470,Fin,1811,Ex,14115,90.0,0.0,0,7,6,1073,69,21,69.0,2884.0,1811.0,1,0,0,0
1056,0.0,,No,1056,Rec,0,384,Unf,1056,TA,8900,,0.0,42,4,4,1056,59,59,59.0,2112.0,1056.0,0,0,0,0
1234,0.0,3.0,Av,0,Unf,1234,484,RFn,1234,Gd,11049,85.0,0.0,30,5,8,1234,18,18,18.0,2468.0,1234.0,0,0,0,0
630,672.0,3.0,No,0,Unf,630,440,Unf,1302,TA,2016,24.0,304.0,0,5,5,630,55,55,55.0,1932.0,1302.0,0,1,0,0
1035,371.0,3.0,No,0,Unf,319,0,,1406,Fa,7920,,0.0,144,7,6,319,105,75,,1725.0,1406.0,1,1,0,0
858,0.0,2.0,Av,685,GLQ,173,576,Unf,858,TA,7252,,0.0,0,5,5,858,43,43,42.0,1716.0,858.0,0,0,0,1
1182,1142.0,4.0,No,998,,177,736,Fin,2324,Ex,11924,85.0,286.0,21,5,9,1175,20,19,20.0,3499.0,2324.0,1,1,0,0
910,0.0,3.0,Av,0,Unf,105,414,Unf,910,Gd,8892,74.0,0.0,0,7,5,105,72,29,72.0,1015.0,910.0,1,0,0,1
798,813.0,4.0,Gd,674,GLQ,0,442,RFn,1611,TA,9760,80.0,360.0,128,6,6,780,61,61,61.0,2391.0,1611.0,0,1,0,0
684,876.0,3.0,Av,0,Unf,684,400,Fin,1560,Gd,11911,122.0,0.0,38,5,6,684,20,20,20.0,2244.0,1560.0,0,1,0,0
2020,0.0,4.0,,0,,0,630,Unf,2020,TA,8400,60.0,320.0,0,5,5,0,48,48,48.0,2020.0,2020.0,0,0,0,0
1338,0.0,2.0,Mn,616,GLQ,722,582,Fin,1338,Gd,4920,41.0,0.0,0,5,8,1338,24,24,24.0,2676.0,1338.0,0,0,0,0
1188,0.0,3.0,No,593,,595,312,Unf,1188,TA,26142,,189.0,39,7,5,1188,63,63,63.0,2376.0,1188.0,0,0,0,0
1459,0.0,3.0,No,0,,1459,527,RFn,1459,Gd,8749,70.0,100.0,39,5,7,1459,23,23,23.0,2918.0,1459.0,0,0,0,0
1306,954.0,3.0,Gd,1201,GLQ,105,533,,2260,Gd,14000,80.0,0.0,44,5,7,1306,29,28,29.0,3566.0,2260.0,1,1,0,0
1430,0.0,3.0,No,0,Unf,1413,605,RFn,1430,Gd,16285,67.0,0.0,33,5,7,1413,24,23,24.0,2843.0,1430.0,1,0,0,0
996,0.0,3.0,No,290,BLQ,706,0,,996,TA,13907,63.0,0.0,0,6,5,996,85,56,,1992.0,996.0,1,0,0,0
1092,0.0,3.0,No,787,Rec,305,504,RFn,1092,TA,8250,75.0,260.0,0,7,6,1092,61,61,61.0,2184.0,1092.0,0,0,0,0
625,625.0,2.0,No,0,Unf,625,625,Fin,1250,Gd,4017,35.0,0.0,54,5,7,625,19,18,19.0,1875.0,1250.0,1,1,0,0
864,864.0,,No,0,Unf,864,572,RFn,1728,Gd,9313,65.0,0.0,56,5,7,864,21,21,21.0,2592.0,1728.0,0,1,0,0
924,0.0,3.0,No,0,Unf,924,280,Unf,924,TA,7990,88.0,0.0,0,6,5,924,50,50,44.0,1848.0,924.0,0,0,0,0
1199,0.0,2.0,No,300,GLQ,899,530,RFn,1199,Gd,7892,55.0,0.0,63,5,6,1199,32,32,32.0,2398.0,1199.0,0,0,0,0
948,0.0,3.0,No,0,Unf,948,300,Unf,948,TA,8978,,0.0,0,5,5,948,57,57,57.0,1896.0,948.0,0,0,0,0
925,0.0,,No,338,BLQ,121,429,Unf,925,TA,9100,70.0,0.0,0,6,5,925,60,60,60.0,1850.0,925.0,0,0,0,0
835,0.0,2.0,No,108,ALQ,350,366,Unf,835,TA,10625,85.0,0.0,0,5,5,458,105,75,105.0,1293.0,835.0,1,0,0,0
1580,886.0,4.0,No,0,Unf,1580,610,RFn,2466,Gd,11143,102.0,0.0,214,5,8,1580,21,20,21.0,4046.0,2466.0,1,1,0,0
